GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000164736	8	55370495	55373448	7	3	386369	-2.1451	0.98403	SOX17
ENSG00000104237	8	55528627	55543394	41	12	386052	0.27494	0.39168	RP1
ENSG00000206579	8	56014949	56454613	1795	116	384887	-0.13349	0.5531	XKR4
ENSG00000253976	8	56047763	56054918	26	8	382127	1.1545	0.12414	RP11-386G21.1
ENSG00000253857	8	56074043	56077287	25	7	385272	0.30339	0.3808	RP11-386G21.2
ENSG00000167904	8	56608983	56685966	209	26	384929	2.3438	0.0095443	TMEM68
ENSG00000137574	8	56685701	56738007	169	17	385928	2.9722	0.0014783	TGS1
ENSG00000254087	8	56792372	56923940	563	45	384371	0.64148	0.26061	LYN
ENSG00000008988	8	56979854	56987069	46	9	385831	-0.056442	0.52251	RPS20
ENSG00000172680	8	57025501	57026541	2	1	386480	0.11443	0.45445	MOS
ENSG00000181690	8	57073463	57123883	150	29	385437	1.2561	0.10453	PLAG1
ENSG00000170791	8	57124245	57131357	18	5	385198	0.6374	0.26193	CHCHD7
ENSG00000170786	8	57212569	57233335	54	16	384918	1.4256	0.076989	SDR16C5
ENSG00000181195	8	57349233	57359293	54	14	385007	2.9461	0.0016088	PENK
ENSG00000104331	8	57870492	57906403	110	17	385306	0.0056069	0.49776	IMPAD1
ENSG00000169122	8	58907068	59116838	633	57	385069	-0.73031	0.7674	FAM110B
ENSG00000215114	8	59323823	59364060	127	25	385654	-0.25634	0.60116	UBXN2B
ENSG00000167910	8	59402737	59412795	38	12	385712	-0.69251	0.75569	CYP7A1
ENSG00000137575	8	59465483	59495419	100	13	386029	0.85482	0.19632	SDCBP
ENSG00000035681	8	59496063	59572403	230	29	384934	0.59763	0.27504	NSMAF
ENSG00000198846	8	59717977	60031767	922	86	384151	-0.34924	0.63655	TOX
ENSG00000178538	8	61099906	61193971	419	43	384557	2.3493	0.0094039	CA8
ENSG00000104388	8	61429416	61536186	373	24	386008	0.97075	0.16584	RAB2A
ENSG00000171316	8	61591337	61779465	547	35	385540	0.18516	0.42655	CHD7
ENSG00000177182	8	61969717	62414204	1417	81	384786	-0.046659	0.51861	CLVS1
ENSG00000198363	8	62413116	62627155	617	46	384331	0.55628	0.28901	ASPH
ENSG00000185942	8	63161150	63912211	3098	94	385195	1.3086	0.095329	NKAIN3
ENSG00000137563	8	63927638	63951730	101	13	385279	1.6307	0.051481	GGH
ENSG00000137561	8	63961112	63998612	105	17	385521	0.74746	0.22739	TTPA
ENSG00000185728	8	64081112	64125346	73	18	384640	-1.3092	0.90477	YTHDF3
ENSG00000180828	8	65492814	65496181	5	2	384455	-0.18927	0.57506	BHLHE22
ENSG00000172817	8	65500320	65711318	551	34	385530	0.90593	0.18249	CYP7B1
ENSG00000104442	8	66514694	66546442	133	14	386104	0.81142	0.20856	ARMC1
ENSG00000066855	8	66556969	66683496	441	38	385305	1.2716	0.10176	MTFR1
ENSG00000205268	8	66629745	66754557	438	40	385347	1.8414	0.03278	PDE7A
ENSG00000147570	8	66933795	67012751	336	42	385060	1.9965	0.022939	DNAJC5B
ENSG00000147573	8	67039131	67087720	161	22	385566	-0.060653	0.52418	TRIM55
ENSG00000147571	8	67088620	67090960	2	1	385976	-0.18894	0.57493	CRH
ENSG00000179041	8	67341263	67342966	10	6	386531	-0.38801	0.651	RRS1
ENSG00000147576	8	67342420	67383836	180	29	385526	1.4539	0.072985	ADHFE1
ENSG00000169085	8	67372238	67430759	221	43	384768	0.53625	0.29589	C8orf46
ENSG00000185697	8	67474410	67526482	106	15	385900	1.9966	0.022933	MYBL1
ENSG00000175073	8	67540722	67579452	82	17	385873	1.7651	0.038776	VCPIP1
ENSG00000270024	8	67579831	67772707	520	32	385760	0.86989	0.19218	C8orf44-SGK3
ENSG00000213865	8	67579850	67597799	38	17	385791	1.9666	0.024615	C8orf44
ENSG00000104205	8	67624653	67774257	427	34	385814	0.44701	0.32743	SGK3
ENSG00000178460	8	67782984	67834283	114	23	385815	0.7767	0.21867	MCMDC2
ENSG00000261787	8	67858736	67874825	30	8	385538	-0.087369	0.53481	TCF24
ENSG00000178125	8	67876334	67968839	239	31	385999	0.65004	0.25783	PPP1R42
ENSG00000121022	8	67955314	67996018	115	22	386021	0.94906	0.17129	COPS5
ENSG00000104218	8	67974661	68108498	310	30	386002	0.93378	0.17521	CSPP1
ENSG00000066777	8	68085747	68255912	442	42	385995	0.48165	0.31503	ARFGEF1
ENSG00000165078	8	68334360	68658620	1062	77	384589	-0.18057	0.57165	CPA6
ENSG00000046889	8	68864353	69149265	1205	102	384951	0.52783	0.29881	PREX2
ENSG00000248801	8	69215703	69243726	75	17	384552	-0.15436	0.56134	RP11-664D7.4
ENSG00000165084	8	69242957	69731257	1588	104	384337	1.0964	0.13646	C8orf34
ENSG00000137573	8	70378859	70573150	519	77	383973	-0.25301	0.59987	SULF1
ENSG00000137571	8	70579282	70747299	531	51	383793	-0.20334	0.58057	SLCO5A1
ENSG00000147596	8	70963886	70983928	65	16	383157	-1.3077	0.90451	PRDM14
ENSG00000140396	8	71021997	71316040	636	33	385773	-0.46668	0.67964	NCOA2
ENSG00000067167	8	71485677	71520622	96	18	385667	-0.1377	0.55476	TRAM1
ENSG00000213002	8	71485681	71486671	4	2	385487	0.11708	0.4534	AC120194.1
ENSG00000246366	8	71520812	71575514	184	21	385655	-0.19886	0.57881	RP11-382J12.1
ENSG00000147592	8	71547553	71581409	122	18	385396	0.38067	0.35172	LACTB2
ENSG00000221947	8	71581600	71702606	436	20	385962	0.34688	0.36434	XKR9
ENSG00000104313	8	72109668	72274467	448	65	383749	0.49545	0.31014	EYA1
ENSG00000253379	8	72315675	72504260	514	46	384780	-1.4396	0.92501	RP11-1102P16.1
ENSG00000235531	8	72740402	73030628	1448	101	384744	1.5633	0.058996	RP11-383H13.1
ENSG00000178860	8	72753784	72756703	11	5	384178	0.10423	0.45849	MSC
ENSG00000104321	8	72932152	72987852	309	26	385424	2.0133	0.022043	TRPA1
ENSG00000182674	8	73449626	73850584	1527	92	385183	0.80107	0.21155	KCNB2
ENSG00000147601	8	73921099	73960357	95	15	385761	3.018	0.0012722	TERF1
ENSG00000164764	8	73976775	74036323	229	29	384764	1.4139	0.07869	SBSPON
ENSG00000147604	8	74202506	74208024	20	10	385211	0.064543	0.47427	RPL7
ENSG00000121039	8	74206847	74237516	96	18	384962	-1.5647	0.94117	RDH10
ENSG00000040341	8	74332604	74659943	1156	52	384925	3.934	4.1769e-05	STAU2
ENSG00000258677	8	74600926	74791089	495	43	385281	4.3667	6.307e-06	RP11-463D19.2
ENSG00000104343	8	74692332	74791145	199	39	385602	4.1673	1.5415e-05	UBE2W
ENSG00000154582	8	74851404	74884522	103	17	384367	3.5742	0.00017567	TCEB1
ENSG00000175606	8	74884672	74895018	49	9	385418	1.7076	0.043852	TMEM70
ENSG00000154589	8	74903587	74941322	151	24	385467	2.45	0.0071425	LY96
ENSG00000104369	8	75146935	75233563	318	43	384942	0.5785	0.28146	JPH1
ENSG00000104381	8	75233365	75401107	460	39	384282	-0.086941	0.53464	GDAP1
ENSG00000254349	8	75512010	75735548	719	60	384826	-0.19758	0.57831	RP11-758M4.1
ENSG00000137558	8	75736772	75767264	89	16	385556	0.096414	0.4616	PI15
ENSG00000121005	8	75896750	75946793	202	30	385550	-0.50811	0.69431	CRISPLD1
ENSG00000164749	8	76320149	76479078	769	50	385562	2.385	0.0085387	HNF4G
ENSG00000091656	8	77593454	77779521	481	50	385472	3.3822	0.0003595	ZFHX4
ENSG00000164751	8	77892494	77913280	61	16	385765	1.2696	0.10212	PEX2
ENSG00000171033	8	79428374	79517502	216	22	385383	0.93665	0.17447	PKIA
ENSG00000104427	8	79578282	79632000	132	15	385695	0.73403	0.23147	ZC2HC1A
ENSG00000104432	8	79587978	79717758	319	22	385460	0.92556	0.17734	IL7
ENSG00000104435	8	80523049	80578410	198	32	382876	-1.1788	0.88075	STMN2
ENSG00000164683	8	80676245	80680098	10	6	384182	0.20846	0.41743	HEY1
ENSG00000147586	8	80830952	80942524	235	29	385062	0.92535	0.17739	MRPS28
ENSG00000076554	8	80870571	81143467	895	50	384869	0.83124	0.20292	TPD52
ENSG00000205189	8	81397854	81438500	88	16	385112	1.5902	0.055895	ZBTB10
ENSG00000164684	8	81540686	81787016	495	38	384818	-0.14315	0.55691	ZNF704
ENSG00000076641	8	81880045	82024303	375	52	384478	-0.87831	0.81011	PAG1
ENSG00000164687	8	82192598	82197012	3	1	386022	-0.63042	0.73579	FABP5
ENSG00000147588	8	82352561	82359758	14	3	384756	0.37347	0.3544	PMP2
ENSG00000205186	8	82370576	82373814	10	6	385329	-0.18999	0.57534	FABP9
ENSG00000170323	8	82390654	82395498	18	4	385540	-0.7217	0.76476	FABP4
ENSG00000197416	8	82437216	82443613	38	9	382640	-0.61537	0.73085	FABP12
ENSG00000133731	8	82570196	82598928	89	22	385821	0.14319	0.44307	IMPA1
ENSG00000253598	8	82605842	82608409	10	5	385974	-0.73387	0.76849	SLC10A5
ENSG00000104231	8	82613569	82645138	131	15	385842	-0.38239	0.64891	ZFAND1
ENSG00000164695	8	82644669	82671750	91	25	384438	0.56537	0.28591	CHMP4C
ENSG00000104497	8	82711816	82755101	167	16	384403	2.9024	0.0018514	SNX16
ENSG00000184672	8	85095022	85834079	2101	66	384433	0.21953	0.41312	RALYL
ENSG00000133739	8	86019382	86058311	91	22	385841	0.44341	0.32874	LRRCC1
ENSG00000133740	8	86089460	86129387	85	14	384941	0.61298	0.26994	E2F5
ENSG00000176731	8	86126311	86132650	14	4	385669	1.2932	0.097976	C8orf59
ENSG00000185015	8	86132816	86196302	163	27	385696	1.1376	0.12764	CA13
ENSG00000258256	8	86134675	86157946	59	16	385477	1.4245	0.07715	RP11-219B4.5
ENSG00000257962	8	86158524	86162077	13	5	385843	0.87956	0.18955	RP11-219B4.6
ENSG00000133742	8	86239837	86291243	119	26	385021	-0.3032	0.61913	CA1
ENSG00000164879	8	86285665	86361269	194	31	385618	-0.64223	0.73964	CA3
ENSG00000104267	8	86376081	86393722	35	12	385369	-0.45095	0.67399	CA2
ENSG00000147614	8	86999552	87166457	561	39	384119	1.08	0.14007	ATP6V0D2
ENSG00000147613	8	87060602	87100850	160	23	385177	0.64837	0.25837	PSKH2
ENSG00000164893	8	87226281	87333375	275	23	385399	0.41964	0.33737	SLC7A13
ENSG00000123124	8	87354967	87490649	363	21	386096	0.52918	0.29834	WWP1
ENSG00000176623	8	87480486	87526586	132	13	385809	0.77905	0.21798	RMDN1
ENSG00000085719	8	87497059	87573726	251	28	385126	1.2609	0.10368	CPNE3
ENSG00000170289	8	87566205	87755903	689	69	384831	0.88484	0.18812	CNGB3
ENSG00000176571	8	87878670	88627447	2839	94	384891	-0.72622	0.76615	CNBD1
ENSG00000176566	8	88882973	88886296	7	5	385589	-0.31518	0.62369	DCAF4L2
ENSG00000156103	8	89044237	89340254	879	74	384192	0.50719	0.30601	MMP16
ENSG00000104312	8	90769975	90803291	133	19	386102	-0.76018	0.77643	RIPK2
ENSG00000164823	8	90914087	90940116	75	18	385123	-0.93087	0.82404	OSGIN2
ENSG00000104320	8	90945564	91015456	270	22	385330	-2.0585	0.98023	NBN
ENSG00000104325	8	91013633	91064320	172	24	385424	-1.4114	0.92094	DECR1
ENSG00000104327	8	91070836	91107703	93	19	385446	-0.53519	0.70374	CALB1
ENSG00000180694	8	91634223	91803860	499	25	384859	-0.6275	0.73484	TMEM64
ENSG00000123119	8	91803778	91971636	497	26	384774	0.35985	0.35948	NECAB1
ENSG00000253250	8	91970865	91997485	77	13	384329	1.298	0.097152	C8orf88
ENSG00000155099	8	92006024	92053292	120	22	383849	0.75131	0.22623	TMEM55A
ENSG00000155100	8	92082424	92099323	35	9	386072	0.81102	0.20868	OTUD6B
ENSG00000214954	8	92114060	92231464	332	18	385684	0.47171	0.31857	LRRC69
ENSG00000147606	8	92221722	92410378	471	51	384754	0.21492	0.41492	SLC26A7
ENSG00000079102	8	92967203	93115514	179	8	384900	0.88215	0.18885	RUNX1T1
ENSG00000205133	8	93895758	94029901	352	46	385209	1.6527	0.049191	TRIQK
ENSG00000212999	8	93895865	93898013	3	2	380762	-2.0268	0.97866	AC117834.1
ENSG00000254318	8	94146324	94179079	102	23	384282	-1.1918	0.88332	C8orf87
ENSG00000268080	8	94241867	94242388	1	1	382150	-0.83237	0.7974	AC016885.1
ENSG00000188343	8	94710789	94743755	92	29	385604	0.9667	0.16685	FAM92A1
ENSG00000183808	8	94741584	94753245	28	8	385850	1.1956	0.11592	RBM12B
ENSG00000212998	8	94752349	94753001	2	1	386307	1.3089	0.095289	RBM12B-AS1
ENSG00000164953	8	94767072	94831462	130	39	385667	2.3184	0.010213	TMEM67
ENSG00000164951	8	94870035	94938294	266	26	385325	2.7319	0.0031482	PDP1
ENSG00000079112	8	95139399	95229531	398	47	385008	-0.5569	0.7112	CDH17
ENSG00000164949	8	95261481	95274578	54	15	384937	-1.8519	0.96798	GEM
ENSG00000197275	8	95384188	95487337	380	23	385717	0.46349	0.32151	RAD54B
ENSG00000265817	8	95390605	95449180	192	23	385738	0.22684	0.41028	FSBP
ENSG00000164944	8	95499921	95565757	310	22	386053	-0.56025	0.71235	KIAA1429
ENSG00000212997	8	95558771	95560630	11	4	386290	-1.3583	0.91281	AC023632.1
ENSG00000104413	8	95653302	95719694	305	27	385585	2.1024	0.017759	ESRP1
ENSG00000156162	8	95731931	95806064	329	32	383930	2.9736	0.0014715	DPY19L4
ENSG00000164941	8	95825539	95893974	243	27	385838	2.3853	0.0085331	INTS8
ENSG00000175305	8	95891998	95908906	48	11	385937	2.1323	0.01649	CCNE2
ENSG00000156170	8	95907995	96128683	843	46	385011	3.817	6.7538e-05	NDUFAF6
ENSG00000164938	8	95938200	95961639	65	11	385405	4.6561	1.6114e-06	TP53INP1
ENSG00000175895	8	96146032	96168912	85	13	385809	0.73246	0.23194	PLEKHF2
ENSG00000156172	8	96257147	96281429	118	16	385468	-0.72439	0.76559	C8orf37
ENSG00000156466	8	97154562	97173020	40	13	383931	-1.0939	0.863	GDF6
ENSG00000156467	8	97238148	97247862	22	5	385596	-0.038207	0.51524	UQCRB
ENSG00000156469	8	97251626	97273838	53	13	385019	-0.43872	0.66957	MTERFD1
ENSG00000156471	8	97273943	97349223	145	24	383904	1.9932	0.02312	PTDSS1
ENSG00000169439	8	97505579	97624000	404	57	383805	0.28756	0.38684	SDC2
ENSG00000104324	8	97657455	98161882	1196	89	385066	0.23039	0.40889	CPQ
ENSG00000180543	8	98285717	98290176	17	8	386300	-0.88774	0.81266	TSPYL5
ENSG00000147649	8	98656407	98740998	239	34	385865	-0.49136	0.68841	MTDH
ENSG00000104341	8	98787285	98865241	398	18	384227	2.71	0.0033644	LAPTM4B
ENSG00000132561	8	98881068	99048944	524	42	383860	-0.96135	0.83181	MATN2
ENSG00000156482	8	99037079	99058697	63	15	384801	0.024628	0.49018	RPL30
ENSG00000177459	8	99076539	99105838	48	11	383190	-0.89325	0.81414	C8orf47
ENSG00000132541	8	99114572	99129469	52	11	383595	0.79529	0.21322	HRSP12
ENSG00000104356	8	99129525	99172062	188	19	384212	-1.1264	0.86999	POP1
ENSG00000104361	8	99202061	99306621	243	45	384048	-0.22968	0.59083	NIPAL2
ENSG00000104375	8	99413631	99955055	1093	75	385407	-0.064692	0.52579	STK3
ENSG00000156486	8	99439250	99445076	8	5	385870	-0.23231	0.59185	KCNS2
ENSG00000164920	8	99956631	99964332	14	8	386125	-0.089822	0.53579	OSR2
ENSG00000132549	8	100025494	100889808	2107	41	385814	-0.30299	0.61905	VPS13B
ENSG00000164919	8	100885428	100906290	60	11	385228	0.60876	0.27134	COX6C
ENSG00000132554	8	100973164	101143496	425	51	384341	0.81174	0.20847	RGS22
ENSG00000156509	8	101145588	101158028	38	7	386103	-0.50633	0.69369	FBXO43
ENSG00000147669	8	101162812	101166230	13	6	385579	0.5531	0.2901	POLR2K
ENSG00000104450	8	101170134	101271506	261	23	385170	-0.23794	0.59404	SPAG1
ENSG00000034677	8	101269288	101348446	217	21	385713	-0.43219	0.6672	RNF19A
ENSG00000186106	8	101521980	101572012	158	25	385453	1.2281	0.10971	ANKRD46
ENSG00000174226	8	101585116	101675643	424	46	385029	-0.22464	0.58887	SNX31
ENSG00000070756	8	101698044	101735037	90	15	385033	1.8864	0.029619	PABPC1
ENSG00000164924	8	101928753	101965616	102	14	385426	-1.9408	0.97386	YWHAZ
ENSG00000120963	8	102190106	102218421	56	9	385613	-0.93686	0.82558	ZNF706
ENSG00000083307	8	102504660	102681954	576	53	384623	-0.058312	0.52325	GRHL2
ENSG00000104490	8	102698771	103137135	1582	86	384382	-0.052793	0.52105	NCALD
ENSG00000048392	8	103216730	103251346	137	21	385335	1.1377	0.12762	RRM2B
ENSG00000104517	8	103265240	103425069	572	46	385536	2.9759	0.0014605	UBR5
ENSG00000253633	8	103540968	103550896	73	15	385925	1.2251	0.11026	KB-1980E6.3
ENSG00000155087	8	103563800	103573245	57	10	385596	-1.0588	0.85515	ODF1
ENSG00000155090	8	103661007	103668130	19	9	384193	1.5554	0.059923	KLF10
ENSG00000155096	8	103838585	103906092	274	25	386010	-1.683	0.95381	AZIN1
ENSG00000253320	8	103876528	103990104	390	44	384750	-1.1007	0.86448	KB-1507C5.2
ENSG00000155097	8	104033291	104085279	157	25	384063	-0.51349	0.6962	ATP6V1C1
ENSG00000236939	8	104145191	104153703	31	11	384627	-0.95535	0.8303	C8orf56
ENSG00000164929	8	104152938	104242533	382	50	384596	0.057864	0.47693	BAALC
ENSG00000164930	8	104310661	104345094	120	18	385320	0.23295	0.4079	FZD6
ENSG00000164932	8	104383743	104395225	47	11	383703	-0.45803	0.67653	CTHRC1
ENSG00000164933	8	104410863	104427417	63	10	385999	-1.4463	0.92596	SLC25A32
ENSG00000164934	8	104426942	104455681	101	16	385795	-2.2311	0.98716	DCAF13
ENSG00000176406	8	104512976	105268322	3074	48	385632	-0.039765	0.51586	RIMS2
ENSG00000147647	8	105342552	105479281	575	68	385105	0.42426	0.33569	DPYS
ENSG00000164935	8	105351315	105368917	71	19	385926	0.79984	0.2119	DCSTAMP
ENSG00000147650	8	105501459	105601252	429	33	386029	-0.86918	0.80763	LRP12
ENSG00000253350	8	105602961	106431488	2929	167	384547	0.92396	0.17775	RP11-127H5.1
ENSG00000169946	8	106330920	106816760	1313	124	384795	0.49056	0.31187	ZFPM2
ENSG00000164830	8	107282473	107764922	1528	76	384585	1.2856	0.099299	OXR1
ENSG00000174429	8	107771711	107782473	25	7	384463	0.95736	0.16919	ABRA
ENSG00000154188	8	108261721	108510283	948	66	384947	-0.1331	0.55294	ANGPT1
ENSG00000147655	8	108911544	109095913	631	62	385565	0.46658	0.3204	RSPO2
ENSG00000104408	8	109213445	109447562	977	41	385460	0.5686	0.28481	EIF3E
ENSG00000104412	8	109455830	109499145	144	14	385831	0.88133	0.18907	EMC2
ENSG00000164841	8	109619079	109799844	685	51	385096	-0.34419	0.63465	TMEM74
ENSG00000174417	8	110098850	110131813	118	21	385241	0.41213	0.34012	TRHR
ENSG00000120526	8	110253148	110346614	286	22	385747	1.4647	0.071498	NUDCD1
ENSG00000120533	8	110346553	110358182	29	13	384422	0.58852	0.27809	ENY2
ENSG00000205038	8	110374706	110542559	632	30	385942	1.0059	0.15723	PKHD1L1
ENSG00000147654	8	110551940	110578225	66	23	385277	0.88734	0.18745	EBAG9
ENSG00000147642	8	110586207	110704020	412	38	384983	1.0237	0.153	SYBU
ENSG00000248050	8	110656344	110660313	23	8	385736	1.1323	0.12875	RP11-422N16.3
ENSG00000164794	8	110975874	110988076	20	6	384308	0.55408	0.28976	KCNV1
ENSG00000164796	8	113235157	114449328	3332	84	385200	2.8121	0.0024609	CSMD3
ENSG00000253207	8	114612539	114629187	32	8	385653	3.2474	0.0005824	RP11-67H2.1
ENSG00000104447	8	116420724	116821899	931	50	385129	2.5119	0.0060035	TRPS1
ENSG00000147677	8	117654369	117779164	291	25	385642	0.72656	0.23375	EIF3H
ENSG00000147679	8	117778742	117861702	270	31	384650	0.19799	0.42153	UTP23
ENSG00000164754	8	117858174	117887105	86	12	385912	-1.1191	0.86845	RAD21
ENSG00000205002	8	117950438	117956726	16	6	385191	1.5213	0.064096	AARD
ENSG00000164756	8	117962512	118188953	591	39	384830	1.2569	0.1044	SLC30A8
ENSG00000164758	8	118532952	118552501	57	13	385156	-0.055791	0.52225	MED30
ENSG00000182197	8	118806729	119124092	1085	79	385050	0.060514	0.47587	EXT1
ENSG00000177570	8	119201698	119634234	1500	115	384302	-0.62781	0.73493	SAMD12
ENSG00000225885	8	119294378	119412844	473	47	384276	-1.2458	0.89359	AC023590.1
ENSG00000164761	8	119935796	119964439	127	21	384267	0.60953	0.27109	TNFRSF11B
ENSG00000184374	8	120007691	120118821	573	30	384437	-1.2826	0.90018	COLEC10
ENSG00000147676	8	120177273	120257913	284	34	385281	-0.80185	0.78868	MAL2
ENSG00000136999	8	120428546	120436593	52	5	386165	-1.237	0.89196	NOV
ENSG00000136960	8	120569326	120685693	344	41	384922	0.58118	0.28056	ENPP2
ENSG00000064313	8	120743015	120845103	313	21	385905	1.2089	0.11334	TAF2
ENSG00000136982	8	120846216	120868250	89	16	384618	1.0092	0.15643	DSCC1
ENSG00000155792	8	120885957	121063152	819	33	385138	-0.45572	0.6757	DEPTOR
ENSG00000187955	8	121072019	121384275	1100	85	384995	0.094584	0.46232	COL14A1
ENSG00000172172	8	121393000	121457642	123	20	385454	-1.7963	0.96378	MRPL13
ENSG00000172167	8	121457640	121554373	263	14	385559	-1.4967	0.93276	MTBP
ENSG00000172164	8	121547985	121825513	934	64	384198	1.4501	0.073511	SNTB1
ENSG00000170961	8	122624356	122653630	69	8	383502	-1.1352	0.87186	HAS2
ENSG00000178764	8	123793633	123986750	527	91	383448	1.7748	0.037964	ZHX2
ENSG00000136986	8	124025404	124054663	93	19	385749	0.20264	0.41971	DERL1
ENSG00000156787	8	124054208	124164393	326	41	384523	1.7176	0.042938	TBC1D31
ENSG00000147689	8	124191200	124222314	90	13	384347	1.6658	0.047877	FAM83A
ENSG00000189376	8	124232196	124253638	36	9	385918	1.7727	0.038141	C8orf76
ENSG00000259305	8	124238431	124279627	80	17	385584	1.473	0.070378	ZHX1-C8ORF76
ENSG00000165156	8	124260696	124287781	49	14	385647	1.7018	0.044396	ZHX1
ENSG00000156802	8	124332090	124428590	183	55	383901	1.1347	0.12825	ATAD2
ENSG00000156795	8	124428965	124479470	295	9	385823	1.9419	0.026074	WDYHV1
ENSG00000156804	8	124510129	124553446	140	33	384145	0.17792	0.42939	FBXO32
ENSG00000175946	8	124657767	124665190	52	10	385612	-0.093398	0.53721	KLHL38
ENSG00000104537	8	124693034	124749647	195	34	383233	-1.9911	0.97676	ANXA13
ENSG00000176853	8	124780696	124827692	102	12	385114	2.032	0.021079	FAM91A1
ENSG00000214814	8	124864227	125132302	699	50	384492	1.8033	0.035667	FER1L6
ENSG00000164983	8	125324231	125384933	208	31	385024	-0.15694	0.56235	TMEM65
ENSG00000183665	8	125463048	125474391	32	11	385559	-0.051817	0.52066	TRMT12
ENSG00000170881	8	125486979	125500155	29	11	385471	0.59703	0.27524	RNF139
ENSG00000147687	8	125500726	125551699	138	25	384760	0.37552	0.35364	TATDN1
ENSG00000147684	8	125551344	125580751	145	26	383733	0.093504	0.46275	NDUFB9
ENSG00000170873	8	125563031	125740730	767	81	384409	1.1168	0.13204	MTSS1
ENSG00000180938	8	125985540	125991631	15	4	386231	-0.57439	0.71715	ZNF572
ENSG00000104549	8	126010739	126034525	104	14	385385	-1.5923	0.94434	SQLE
ENSG00000164961	8	126036502	126104082	335	16	385365	0.14462	0.4425	KIAA0196
ENSG00000156831	8	126103921	126379362	750	59	385211	-1.3875	0.91736	NSMCE2
ENSG00000173334	8	126442563	126450647	16	8	383264	2.018	0.021794	TRIB1
ENSG00000168672	8	127564687	127570638	2	1	380583	-0.084361	0.53362	FAM84B
ENSG00000212993	8	128426535	128432311	37	7	383062	-0.35597	0.63907	POU5F1B
ENSG00000136997	8	128747680	128753674	12	5	384546	-0.79792	0.78754	MYC
ENSG00000256655	8	128959126	128960591	3	2	382566	-1.6963	0.95508	TMEM75
ENSG00000147697	8	130760442	130799134	165	31	385130	-1.0897	0.86207	GSDMC
ENSG00000153310	8	130851839	131029375	451	55	384319	1.3822	0.083463	FAM49B
ENSG00000153317	8	131064353	131455906	1612	54	385509	1.094	0.13697	ASAP1
ENSG00000155897	8	131792547	132054672	1271	85	384944	-0.68591	0.75361	ADCY8
ENSG00000132294	8	132916335	133025889	439	34	385609	-0.032694	0.51304	EFR3A
ENSG00000253117	8	133036467	133071627	209	30	385928	-0.064706	0.5258	OC90
ENSG00000258417	8	133036467	133097902	310	33	385853	-0.039955	0.51594	OC90
ENSG00000132297	8	133073733	133123406	244	43	384827	-1.2261	0.88991	HHLA1
ENSG00000184156	8	133133108	133493200	1432	111	384558	2.0341	0.020969	KCNQ3
ENSG00000129295	8	133584320	133687838	221	29	385507	-1.7312	0.9583	LRRC6
ENSG00000165071	8	133697253	133772958	286	17	384751	0.77815	0.21824	TMEM71
ENSG00000129292	8	133787618	133861052	195	25	385906	0.14992	0.44041	PHF20L1
ENSG00000042832	8	133879203	134147147	1137	69	384705	0.92907	0.17643	TG
ENSG00000155926	8	134048973	134115298	340	23	384824	0.51998	0.30154	SLA
ENSG00000104415	8	134203282	134242587	114	27	384138	-1.1814	0.88127	WISP1
ENSG00000104419	8	134249414	134314265	260	38	383149	0.13436	0.44656	NDRG1
ENSG00000008513	8	134467091	134584183	504	72	383898	-0.61099	0.7294	ST3GAL1
ENSG00000066827	8	135490031	135725292	1010	63	385042	2.2722	0.011538	ZFAT
ENSG00000131773	8	136469700	136668965	590	30	385416	0.79911	0.21211	KHDRBS3
ENSG00000147724	8	139142266	139509065	1381	130	384506	0.1675	0.43349	FAM135B
ENSG00000169436	8	139600478	139926249	1224	135	384098	1.2286	0.10962	COL22A1
ENSG00000169427	8	140613081	140715299	306	50	384142	-0.28497	0.61216	KCNK9
ENSG00000167632	8	140742586	141468678	2617	200	384149	0.31852	0.37505	TRAPPC9
ENSG00000250733	8	140943416	140946190	10	5	384999	0.45095	0.32601	C8orf17
ENSG00000104472	8	141521397	141527236	9	3	384794	-0.81533	0.79256	CHRAC1
ENSG00000123908	8	141541264	141645718	418	57	384288	1.1746	0.12008	AGO2
ENSG00000169398	8	141667999	142012315	808	32	385008	2.2103	0.013541	PTK2
ENSG00000105339	8	142127377	142205907	231	51	384400	0.81089	0.20871	DENND3
ENSG00000022567	8	142217265	142318404	452	59	384717	0.067039	0.47328	SLC45A4
ENSG00000254019	8	142264664	142266916	13	6	385318	-0.6479	0.74147	RP11-10J21.3
ENSG00000204882	8	142366600	142377367	59	15	384968	1.4535	0.073042	GPR20
ENSG00000184489	8	142402093	142441620	141	24	383282	0.53891	0.29498	PTP4A3
ENSG00000226490	8	142524738	142528837	18	6	380923	1.345	0.089317	AC138647.1
ENSG00000171045	8	143293441	143484601	853	51	385216	1.0474	0.14745	TSNARE1
ENSG00000181790	8	143530791	143626370	237	46	383184	-0.97534	0.8353	BAI1
ENSG00000198576	8	143692405	143696833	15	4	378739	2.1887	0.014308	ARC
ENSG00000167653	8	143751726	143764142	71	8	385820	0.95307	0.17028	PSCA
ENSG00000160886	8	143781529	143786545	22	4	385347	0.65153	0.25735	LY6K
ENSG00000130193	8	143808621	143818345	38	12	384974	-0.32069	0.62578	THEM6
ENSG00000126233	8	143822362	143823829	3	2	382004	-0.34846	0.63625	SLURP1
ENSG00000197353	8	143831568	143833952	9	2	385897	0.1777	0.42948	LYPD2
